val_loss,val_accuracy,loss,accuracy
1.09759535430506,0.5860263705253601,1.3538417712745159,0.47623559832572937
1.0591484350640759,0.5853042006492615,1.1401099600282918,0.561904788017273
1.0714581605436397,0.5482938885688782,1.0839374438012273,0.5696682333946228
1.0262132813556462,0.6020942330360413,1.0418083922746246,0.5740013718605042
0.9221760440677658,0.6017331480979919,1.0152857670071593,0.5755811333656311
0.8938577365393156,0.6067882180213928,0.9881862934059172,0.5788309574127197
0.8864386961076595,0.6178010702133179,0.9703102733286636,0.5814489126205444
0.9531103124642635,0.6170789003372192,0.9553901122886745,0.5901602506637573
0.8471736675738686,0.6241198778152466,0.9408986834956733,0.59133380651474
0.850089746663062,0.6300776600837708,0.9312595374049895,0.5945836305618286
