mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_epochs,param_hidden_layers,param_init_mode,param_neurons,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1109.5928874492645,290.07068541298133,0.8021886348724365,0.27013301652695476,500,3,he_uniform,20,Adam,"{'epochs': 500, 'hidden_layers': 3, 'init_mode': 'he_uniform', 'neurons': 20, 'optimizer': 'Adam'}",0.965073823928833,0.9623749852180481,0.9598348736763,0.9128294587135315,0.9580819010734558,0.9516390085220336,0.019547990623216688,12
561.6649526119232,23.897963463651166,1.0212587356567382,0.15045727516443036,500,3,he_uniform,50,Adam,"{'epochs': 500, 'hidden_layers': 3, 'init_mode': 'he_uniform', 'neurons': 50, 'optimizer': 'Adam'}",0.9723765850067139,0.9692014455795288,0.966343879699707,0.9657033681869507,0.9677675366401672,0.9682785630226135,0.0023782881390252706,2
655.7966983318329,37.96155559911825,1.1772740364074707,0.21962674675923344,500,3,he_uniform,100,Adam,"{'epochs': 500, 'hidden_layers': 3, 'init_mode': 'he_uniform', 'neurons': 100, 'optimizer': 'Adam'}",0.9125257730484009,0.9666613936424255,0.9679313898086548,0.9677675366401672,0.9699904918670654,0.9569753170013428,0.02225077235153212,7
960.2445814609528,36.62996815792205,1.261204147338867,0.2898659899715714,500,3,he_uniform,150,Adam,"{'epochs': 500, 'hidden_layers': 3, 'init_mode': 'he_uniform', 'neurons': 150, 'optimizer': 'Adam'}",0.9622161984443665,0.9719002842903137,0.9369741082191467,0.9649094939231873,0.9506192207336426,0.9573238611221313,0.012272029561538706,6
560.4508123397827,10.908164848793401,1.0019609451293945,0.08407138299933908,500,5,he_uniform,20,Adam,"{'epochs': 500, 'hidden_layers': 5, 'init_mode': 'he_uniform', 'neurons': 20, 'optimizer': 'Adam'}",0.9671376347541809,0.9409430027008057,0.9418955445289612,0.9676087498664856,0.9650682806968689,0.9565306425094604,0.012371617684164046,9
706.3820324420929,41.763329829980286,1.0687167167663574,0.1666723658066087,500,5,he_uniform,50,Adam,"{'epochs': 500, 'hidden_layers': 5, 'init_mode': 'he_uniform', 'neurons': 50, 'optimizer': 'Adam'}",0.9611049294471741,0.9611049294471741,0.9693602323532104,0.9221975207328796,0.9699904918670654,0.9567516207695007,0.017698210170714,8
867.1397161006928,47.1992110917819,1.5739917755126953,0.15856652437146024,500,5,he_uniform,100,Adam,"{'epochs': 500, 'hidden_layers': 5, 'init_mode': 'he_uniform', 'neurons': 100, 'optimizer': 'Adam'}",0.965073823928833,0.9666613936424255,0.9693602323532104,0.9717370867729187,0.9587170481681824,0.966309916973114,0.004428582493440969,3
1376.4883145809174,71.90367553168055,1.576277732849121,0.3378622356840178,500,5,he_uniform,150,Adam,"{'epochs': 500, 'hidden_layers': 5, 'init_mode': 'he_uniform', 'neurons': 150, 'optimizer': 'Adam'}",0.9701539874076843,0.9698364734649658,0.9715827703475952,0.9718958139419556,0.9682438969612122,0.9703425884246826,0.0013150505134277323,1
811.4824359416962,18.104845761551857,1.4493726730346679,0.0816291484321525,500,10,he_uniform,20,Adam,"{'epochs': 500, 'hidden_layers': 10, 'init_mode': 'he_uniform', 'neurons': 20, 'optimizer': 'Adam'}",0.9369741082191467,0.9298301339149475,0.9682489037513733,0.9606224298477173,0.9429977536201477,0.9477346658706665,0.014461871382006905,14
940.9238670349121,61.93058694631957,1.6654120445251466,0.19589894786556852,500,10,he_uniform,50,Adam,"{'epochs': 500, 'hidden_layers': 10, 'init_mode': 'he_uniform', 'neurons': 50, 'optimizer': 'Adam'}",0.9687252044677734,0.9272900223731995,0.9665026068687439,0.9460145831108093,0.9131470322608948,0.9443358898162841,0.02169021188337185,15
