mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_epochs,param_init_mode,param_neurons,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.391153621673584,0.09614100947289073,0.38437232971191404,0.04088036842654992,128,5,he_normal,32,Adam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 32, 'optimizer': 'Adam'}",0.700269877910614,0.6797904372215271,0.7580568194389343,0.6306763887405396,0.6895840167999268,0.6916755080223084,0.040857957598960895,33
2.6598884582519533,0.09953024317607667,0.17992243766784669,0.044195710905033464,128,5,he_normal,32,Nadam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 32, 'optimizer': 'Nadam'}",0.7791712880134583,0.7871090769767761,0.741705060005188,0.7900921106338501,0.7488091588020325,0.769377338886261,0.020140718925701746,11
1.7818108081817627,0.04395413073282299,0.21732792854309083,0.05116944996588546,128,5,he_normal,32,Adagrad,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 32, 'optimizer': 'Adagrad'}",0.6281949281692505,0.598190188407898,0.6326401233673096,0.6953001022338867,0.5830422639846802,0.627473521232605,0.03862462814801934,44
2.620494270324707,0.19393339299427162,0.20029716491699218,0.042915390732369135,128,5,he_normal,64,Adam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 64, 'optimizer': 'Adam'}",0.7026512026786804,0.7618669867515564,0.7499603033065796,0.7872340679168701,0.7532550096511841,0.7509935140609741,0.02747643029465478,14
2.9963052749633787,0.29842123695026856,0.20784401893615723,0.047457041013751596,128,5,he_normal,64,Nadam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 64, 'optimizer': 'Nadam'}",0.7899666428565979,0.8002857565879822,0.8372757434844971,0.7667513489723206,0.7877103686332703,0.7963979721069336,0.023159731320958943,2
2.3674964904785156,0.38068518376455274,0.2261197090148926,0.05602203491078948,128,5,he_normal,64,Adagrad,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 64, 'optimizer': 'Adagrad'}",0.7534529566764832,0.700269877910614,0.7297983765602112,0.7411876916885376,0.7257859706878662,0.7300989747047424,0.017758578190444563,21
3.4375009536743164,0.27509254543328976,0.2811844825744629,0.058449888019598537,128,5,he_normal,128,Adam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 128, 'optimizer': 'Adam'}",0.7224956154823303,0.8480710983276367,0.7361485958099365,0.7415052652359009,0.8253414034843445,0.7747123956680297,0.051500034936606064,9
4.31767578125,0.4167824562933119,0.33974733352661135,0.09644446345328117,128,5,he_normal,128,Nadam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 128, 'optimizer': 'Nadam'}",0.8414034247398376,0.8004445433616638,0.7512303590774536,0.8488408923149109,0.7291203737258911,0.7942079186439515,0.04761204096738671,3
3.8299484729766844,0.29503529102947296,0.3574848651885986,0.12115102671416499,128,5,he_normal,128,Adagrad,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 128, 'optimizer': 'Adagrad'}",0.722019374370575,0.7391649484634399,0.7723448276519775,0.7835820913314819,0.7259447574615479,0.7486111998558045,0.02488522773770694,15
6.351973009109497,0.5407874734055544,0.4702449321746826,0.14319561144757104,128,5,he_normal,256,Adam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 256, 'optimizer': 'Adam'}",0.774726152420044,0.7777425050735474,0.8520399928092957,0.723563015460968,0.7634169459342957,0.7782977223396301,0.04163727290647882,7
7.665792036056518,0.6109907503600102,0.4967562198638916,0.16485057234165457,128,5,he_normal,256,Nadam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 256, 'optimizer': 'Nadam'}",0.7829814553260803,0.7143990993499756,0.6737577319145203,0.7959669828414917,0.6903778910636902,0.7314966320991516,0.04924219782367509,19
6.020742559432984,0.07609032086839482,0.4067543029785156,0.1383105511540356,128,5,he_normal,256,Adagrad,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 256, 'optimizer': 'Adagrad'}",0.7748848795890808,0.7382124066352844,0.7677409052848816,0.7684979438781738,0.8245474696159363,0.7747767210006714,0.027939269661018472,8
3.5703443050384522,1.1149389794440567,0.21154861450195311,0.020978915308458752,128,5,he_uniform,32,Adam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 32, 'optimizer': 'Adam'}",0.7450388669967651,0.6704238653182983,0.7136053442955017,0.7078437805175781,0.6376627683639526,0.6949149250984192,0.03716589319131809,32
3.0867008209228515,0.1529673872110977,0.20714635848999025,0.039034996062298176,128,5,he_uniform,32,Nadam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 32, 'optimizer': 'Nadam'}",0.8226702809333801,0.768852174282074,0.8226702809333801,0.8062877058982849,0.7912035584449768,0.8023368000984192,0.020433696572795913,1
2.239944410324097,0.178535145825034,0.2158693790435791,0.016030181831986706,128,5,he_uniform,32,Adagrad,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 32, 'optimizer': 'Adagrad'}",0.6391490697860718,0.6293062567710876,0.6237497925758362,0.6737059354782104,0.603524923324585,0.6338871955871582,0.023060090562674013,42
3.120496320724487,0.338669980048252,0.23161578178405762,0.03372699554073145,128,5,he_uniform,64,Adam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 64, 'optimizer': 'Adam'}",0.7955231070518494,0.7380536794662476,0.7137640714645386,0.8070816397666931,0.8158145546913147,0.7740474104881286,0.04056251919820596,10
3.3404932498931883,0.16060933920694076,0.28025336265563966,0.10235619506229542,128,5,he_uniform,64,Nadam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 64, 'optimizer': 'Nadam'}",0.8074297308921814,0.7388474345207214,0.7075726389884949,0.7724674344062805,0.7910447716712952,0.7634724020957947,0.03606817286393632,13
2.397735118865967,0.28463622818975337,0.28609981536865237,0.11438042545367601,128,5,he_uniform,64,Adagrad,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 64, 'optimizer': 'Adagrad'}",0.6685188412666321,0.6867756843566895,0.7016986608505249,0.766116201877594,0.7370593547821045,0.712033748626709,0.03518387052512863,26
3.9156683444976808,0.4415858663565578,0.23219075202941894,0.06801543518254909,128,5,he_uniform,128,Adam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 128, 'optimizer': 'Adam'}",0.7732973694801331,0.7574217915534973,0.8171138167381287,0.7964433431625366,0.7769132852554321,0.7842379212379456,0.02060217272809399,4
4.797311544418335,0.1498947012704026,0.32081899642944334,0.17645073525220917,128,5,he_uniform,128,Nadam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 128, 'optimizer': 'Nadam'}",0.7933005094528198,0.8012382984161377,0.8279091715812683,0.7213401198387146,0.7689743041992188,0.7825524806976318,0.035925560017318274,5
3.257850408554077,0.17797961382563013,0.32482447624206545,0.059822483272500004,128,5,he_uniform,128,Adagrad,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 128, 'optimizer': 'Adagrad'}",0.7531354427337646,0.6142244935035706,0.751071572303772,0.678628146648407,0.7389647364616394,0.7072048783302307,0.053860140607412954,27
