mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_epochs,param_init_mode,param_neurons,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
6.746908044815063,0.8685809708118057,0.4820518493652344,0.17331116091893253,128,5,he_uniform,256,Adam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 256, 'optimizer': 'Adam'}",0.8229877948760986,0.7852039933204651,0.7631369829177856,0.7511908411979675,0.7867577075958252,0.7818554639816284,0.024567514769710943,6
7.537840986251831,0.5898883039734439,0.4635287284851074,0.1123007152147176,128,5,he_uniform,256,Nadam,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 256, 'optimizer': 'Nadam'}",0.6450230479240417,0.7393236756324768,0.7331322431564331,0.655922532081604,0.8353445529937744,0.721749210357666,0.06864749479574513,25
6.238195419311523,0.7657617694953385,0.441028356552124,0.15469873393003955,128,5,he_uniform,256,Adagrad,"{'batch_size': 128, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 256, 'optimizer': 'Adagrad'}",0.6953484416007996,0.805048406124115,0.7731385827064514,0.639885663986206,0.7426167130470276,0.7312075614929199,0.05825189277389487,20
2.324199390411377,0.4353376447448231,0.18818449974060059,0.03212067388141081,264,5,he_normal,32,Adam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 32, 'optimizer': 'Adam'}",0.6324813365936279,0.6075567603111267,0.5623114705085754,0.5546205043792725,0.6114639639854431,0.5936868071556092,0.030079914169203265,47
2.2140634059906006,0.0571302618875524,0.1865527629852295,0.03668597193290996,264,5,he_normal,32,Nadam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 32, 'optimizer': 'Nadam'}",0.6593109965324402,0.7290046215057373,0.7261469960212708,0.6598920226097107,0.6732295751571655,0.6895168423652649,0.03148444377607076,35
1.7998533248901367,0.25718954855917375,0.20516281127929686,0.05108016363340152,264,5,he_normal,32,Adagrad,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 32, 'optimizer': 'Adagrad'}",0.5969201326370239,0.6048579216003418,0.5175424814224243,0.5701810121536255,0.5744680762290955,0.5727939248085022,0.030569677414778788,48
2.2772348403930662,0.11275944812783088,0.20510663986206054,0.004443778452954368,264,5,he_normal,64,Adam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 64, 'optimizer': 'Adam'}",0.6916971206665039,0.7231306433677673,0.6943959593772888,0.6902191042900085,0.6913305521011353,0.6981546759605408,0.012563191336935545,31
2.6685509204864504,0.08673713664056865,0.23203530311584472,0.05531188314913969,264,5,he_normal,64,Nadam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 64, 'optimizer': 'Nadam'}",0.792506754398346,0.741070032119751,0.7058263421058655,0.6167036890983582,0.781676709651947,0.7275567054748535,0.0633887902333215,22
1.9788853645324707,0.12005430009821276,0.23296260833740234,0.07886402809398446,264,5,he_normal,64,Adagrad,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 64, 'optimizer': 'Adagrad'}",0.7307509183883667,0.6893157362937927,0.645658016204834,0.6867259740829468,0.6425849199295044,0.6790071129798889,0.032502333244916845,37
2.7897854804992677,0.2805970670717115,0.2600283145904541,0.08511989165554304,264,5,he_normal,128,Adam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 128, 'optimizer': 'Adam'}",0.7525004148483276,0.7432925701141357,0.7221781015396118,0.7453159689903259,0.7373769283294678,0.7401327967643738,0.010195815911057747,17
3.4833986282348635,0.2810940365255674,0.28419861793518064,0.07386849573059125,264,5,he_normal,128,Nadam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 128, 'optimizer': 'Nadam'}",0.7763137221336365,0.548023521900177,0.7424988150596619,0.8024770021438599,0.7457923293113708,0.7230210781097413,0.0901946856178022,24
2.483238410949707,0.17222260483530252,0.23782763481140137,0.09755304371134889,264,5,he_normal,128,Adagrad,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 128, 'optimizer': 'Adagrad'}",0.6248610615730286,0.7545642256736755,0.7034450173377991,0.7103842496871948,0.6354398131370544,0.6857388734817504,0.048772809345483864,36
4.680945301055909,0.5669951811682842,0.5285914421081543,0.2972398674905737,264,5,he_normal,256,Adam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 256, 'optimizer': 'Adam'}",0.7494840621948242,0.6994761228561401,0.7702810168266296,0.7591298818588257,0.7303906083106995,0.7417523384094238,0.02486769540430269,16
5.733126020431518,0.3064945788158232,0.4699855327606201,0.37905263019177543,264,5,he_normal,256,Nadam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 256, 'optimizer': 'Nadam'}",0.7032862305641174,0.7947292923927307,0.7359898686408997,0.643220067024231,0.7524610757827759,0.7259373068809509,0.05077817368352879,23
3.9483071327209474,0.3971421039517902,0.4061738014221191,0.17487755692052906,264,5,he_normal,256,Adagrad,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_normal', 'neurons': 256, 'optimizer': 'Adagrad'}",0.735831081867218,0.6991586089134216,0.646293044090271,0.7029215693473816,0.7473801374435425,0.7063168883323669,0.035278631153796196,28
2.6626956462860107,0.9377918371603413,0.1998988628387451,0.041986442089225945,264,5,he_uniform,32,Adam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 32, 'optimizer': 'Adam'}",0.6280362010002136,0.5429432988166809,0.5050007700920105,0.6513178944587708,0.645601749420166,0.5945799827575684,0.059384362094541114,46
2.2367339611053465,0.09124513029778879,0.18937716484069825,0.0319693316116615,264,5,he_uniform,32,Nadam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 32, 'optimizer': 'Nadam'}",0.668677568435669,0.7526591420173645,0.7255119681358337,0.6746585965156555,0.6949825286865234,0.7032979607582093,0.03167939235021855,29
1.6285737991333007,0.08270131830416819,0.19551458358764648,0.030233608096420644,264,5,he_uniform,32,Adagrad,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 32, 'optimizer': 'Adagrad'}",0.6075567603111267,0.6329576373100281,0.5469121932983398,0.6084471344947815,0.6244839429855347,0.6040715336799621,0.03016473542601863,45
2.1741915225982664,0.19610275857059384,0.24344463348388673,0.08401287530872306,264,5,he_uniform,64,Adam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 64, 'optimizer': 'Adam'}",0.6662962436676025,0.7515478730201721,0.6497856974601746,0.6837090849876404,0.6981581449508667,0.6898994088172913,0.03485191304401927,34
2.706819534301758,0.13073865655140274,0.222837495803833,0.07221327673696434,264,5,he_uniform,64,Nadam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 64, 'optimizer': 'Nadam'}",0.6651849746704102,0.7790125608444214,0.7428163290023804,0.6667196154594421,0.6467132568359375,0.7000893473625183,0.051449645026137296,30
2.2280375480651857,0.3231125402971326,0.25598874092102053,0.04527036550500739,264,5,he_uniform,64,Adagrad,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 64, 'optimizer': 'Adagrad'}",0.6939196586608887,0.5899348855018616,0.671217679977417,0.5389012098312378,0.6551285982131958,0.6298204064369202,0.05713161656198277,43
2.685289239883423,0.2229520057004448,0.2559824466705322,0.09063007664340894,264,5,he_uniform,128,Adam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 128, 'optimizer': 'Adam'}",0.7336084842681885,0.6959834694862366,0.7732973694801331,0.7135598659515381,0.7554779052734375,0.7343854188919068,0.027813845045850487,18
3.2495733737945556,0.11643609774060942,0.27332653999328616,0.11694669667988782,264,5,he_uniform,128,Nadam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 128, 'optimizer': 'Nadam'}",0.6315287947654724,0.7228131294250488,0.701539933681488,0.5847887992858887,0.7348364591598511,0.6751014232635498,0.057617046532176454,38
2.5010098934173586,0.16629550014344135,0.3790931701660156,0.21261805316378268,264,5,he_uniform,128,Adagrad,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 128, 'optimizer': 'Adagrad'}",0.7028099894523621,0.5739006400108337,0.6683600544929504,0.6086059212684631,0.661162257194519,0.6429677724838256,0.04584300120676326,41
4.848361968994141,0.5694285921767746,0.4169479846954346,0.15158381381095648,264,5,he_uniform,256,Adam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 256, 'optimizer': 'Adam'}",0.7667883634567261,0.7639307975769043,0.7674233913421631,0.7850111126899719,0.7400762438774109,0.7646459817886353,0.014361238589699302,12
5.712242841720581,0.36979739144844337,0.46775264739990235,0.17792043504680402,264,5,he_uniform,256,Nadam,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 256, 'optimizer': 'Nadam'}",0.6704238653182983,0.754246711730957,0.6280362010002136,0.6878374218940735,0.5965386033058167,0.6674165606498719,0.05392592726229173,39
5.250893831253052,0.7781330349806762,0.5203557491302491,0.3832052334291183,264,5,he_uniform,256,Adagrad,"{'batch_size': 264, 'epochs': 5, 'init_mode': 'he_uniform', 'neurons': 256, 'optimizer': 'Adagrad'}",0.6912208199501038,0.6882044672966003,0.7005873918533325,0.6087647080421448,0.6157510280609131,0.6609056830406189,0.039991232294392234,40
